initstates.csv
181440 puzzles
puzzle,d,count
345120876,11,1
345126087,14,1
345126807,13,1
345126870,12,1
345127068,18,2
345127608,17,2
345127680,16,1
345128076,14,1
345128706,13,1
345128760,14,1
345160278,19,5
345160782,15,1
345160827,15,2
345162078,18,3
345162708,17,3
345162780,16,1
345167082,18,3
345167802,17,3
345167820,16,2
345168027,22,11
345168207,21,10
345168270,20,5
345170286,15,2
345170628,15,1
345170862,15,1
345172086,14,1
345172806,13,1
345172860,14,1
345176028,18,2
345176208,17,2
345176280,16,2
345178062,18,1
345178602,17,1
345178620,16,1
345180267,19,5
345180672,19,3
345180726,11,1
345182067,18,1
345182607,17,1
345182670,18,1
345186072,14,1
345186702,13,1
345186720,12,1
345187026,18,2
345187206,17,2
345187260,18,2
345201678,18,1
345201786,14,1
345201867,16,1
345206187,16,4
345206718,16,1
345206871,20,4
345207168,18,3
345207681,20,2
345207816,18,3
345208176,14,1
345208617,20,5
345208761,18,1
345210678,17,1
345210786,13,1
345210867,15,1
345216078,16,1
345216708,15,1
345216780,14,1
345217086,18,3
345217806,17,1
345217860,16,1
345218067,20,1
345218607,19,1
345218670,18,1
345260187,15,1
345260718,17,1
345260871,19,1
345261087,18,1
345261807,17,1
345261870,18,1
345267018,18,1
345267108,17,1
345267180,16,1
345268071,20,2
345268701,19,2
345268710,18,1
345270168,17,2
345270681,19,2
345270816,17,2
345271068,20,2
345271608,19,1
345271680,20,3
345276081,20,2
345276801,19,2
345276810,18,2
345278016,16,1
345278106,15,1
345278160,16,1
345280176,13,1
345280617,19,4
345280761,17,1
345281076,16,1
345281706,15,1
345281760,16,1
345286017,16,1
345286107,15,1
345286170,14,1
345287061,22,7
345287601,21,6
345287610,20,4
345601287,20,3
345601728,22,2
345601872,22,4
345602178,20,3
345602781,24,6
345602817,20,3
345607182,20,3
345607218,20,2
345607821,22,2
345608127,20,1
345608271,22,2
345608712,22,2
345610287,19,2
345610728,23,5
345610872,21,2
345612087,18,1
345612807,19,1
345612870,20,1
345617028,18,1
345617208,19,1
345617280,20,3
345618072,20,1
345618702,21,1
345618720,22,1
345620178,21,5
345620781,23,2
345620817,19,2
345621078,20,1
345621708,21,1
345621780,22,1
345627081,22,4
345627801,21,2
345627810,20,2
345628017,22,6
345628107,21,1
345628170,22,6
345670182,21,3
345670218,21,4
345670821,23,4
345671082,24,12
345671802,23,4
345671820,24,8
345672018,22,6
345672108,21,3
345672180,22,6
345678021,22,1
345678201,23,7
345678210,22,4
345680127,19,1
345680271,23,7
345680712,21,1
345681027,22,5
345681207,21,3
345681270,22,3
345682071,22,1
345682701,23,2
345682710,22,1
345687012,20,1
345687102,21,5
345687120,20,1
345701268,18,1
345701682,22,8
345701826,18,1
345702186,16,1
345702618,20,3
345702861,20,1
345706128,20,5
345706281,20,2
345706812,18,1
345708162,20,2
345708216,16,1
345708621,20,1
345710268,17,1
345710682,21,5
345710826,19,3
345712068,18,2
345712608,19,2
345712680,20,2
345716082,16,1
345716802,17,1
345716820,18,1
345718026,14,1
345718206,15,1
345718260,16,1
345720186,17,2
345720618,19,1
345720861,19,1
345721086,16,1
345721806,17,1
345721860,18,1
345726018,18,1
345726108,19,3
345726180,18,2
345728061,20,1
345728601,21,3
345728610,20,1
345760128,21,6
345760281,21,3
345760812,19,1
345761028,20,1
345761208,19,1
345761280,20,1
345762081,22,2
345762801,21,2
345762810,20,1
345768012,22,2
345768102,21,2
345768120,22,8
345780162,19,1
345780216,17,2
345780621,19,1
345781062,20,2
345781602,21,3
345781620,20,1
345782016,18,3
345782106,17,1
345782160,18,1
345786021,20,3
345786201,19,2
345786210,18,2
345801276,16,1
345801627,20,2
345801762,18,2
345802167,20,3
345802671,20,1
345802716,16,2
345806172,16,1
345806217,18,3
345806721,18,1
345807126,20,5
345807261,20,1
345807612,18,1
345810276,15,1
345810627,19,1
345810762,17,2
345812076,14,1
345812706,15,1
345812760,16,1
345816027,16,1
345816207,17,2
345816270,16,1
345817062,18,1
345817602,19,2
345817620,20,3
345820167,19,1
345820671,21,3
345820716,15,1
345821067,18,1
345821607,19,1
345821670,20,1
345826071,18,1
345826701,17,1
345826710,16,1
345827016,20,3
345827106,21,9
345827160,20,1
345860172,17,1
345860217,19,5
345860721,19,1
345861072,20,2
345861702,19,2
345861720,20,3
345862017,20,1
345862107,19,1
345862170,18,1
345867021,22,6
345867201,21,6
345867210,20,5
345870126,19,3
345870261,19,1
345870612,17,1
345871026,18,1
345871206,17,1
345871260,18,1
345872061,20,1
345872601,19,1
345872610,18,1
345876012,18,1
345876102,17,1
345876120,18,1
346012578,21,1
346012785,17,1
346012857,19,5
346015287,17,1
346015728,19,1
346015872,17,2
346017258,21,2
346017582,19,1
346017825,21,7
346018275,19,2
346018527,23,3
346018752,15,1
346021587,25,5
346021758,17,1
346021875,15,1
346025178,19,3
346025781,21,2
346025817,17,1
346027185,17,1
346027518,21,1
346027851,19,1
346028157,21,5
346028571,23,1
346028715,19,2
346051278,19,1
346051782,23,1
346051827,23,4
346052187,19,2
346052718,25,11
346052871,21,1
346057128,21,1
346057281,21,2
346057812,23,1
346058172,17,1
346058217,21,2
346058721,25,5
346071285,17,1
346071528,21,2
346071852,23,2
346072158,21,1
346072581,23,5
346072815,21,3
346075182,19,2
346075218,19,1
346075821,23,3
346078125,21,1
346078251,23,3
346078512,19,1
346081257,23,5
346081572,25,7
346081725,19,1
346082175,17,1
346082517,23,13
346082751,19,1
346085127,21,5
346085271,21,3
346085712,21,2
346087152,21,1
346087215,19,1
346087521,23,2
346102578,20,1
346102785,16,1
346102857,18,5
346105287,18,2
346105728,18,1
346105872,16,2
346107258,20,2
346107582,18,1
346107825,20,7
346108275,18,1
346108527,22,3
346108752,14,1
346120578,21,1
346120785,17,1
346120857,17,2
346125078,20,5
346125708,19,2
346125780,18,1
346127085,18,1
346127805,19,3
346127850,18,2
346128057,22,5
346128507,23,9
346128570,22,1
346150287,17,1
346150728,17,1
346150872,15,2
346152087,18,2
346152807,17,2
346152870,16,2
346157028,20,1
346157208,19,1
346157280,18,1
346158072,16,1
346158702,15,1
346158720,16,1
346170258,19,1
346170582,17,1
346170825,19,3
346172058,20,1
346172508,19,1
346172580,18,1
346175082,18,2
346175802,17,2
346175820,18,2
346178025,20,1
346178205,19,1
346178250,20,2
346180275,17,1
346180527,21,3
346180752,13,1
346182075,16,1
346182705,15,1
346182750,14,1
346185027,20,3
346185207,19,3
346185270,18,1
346187052,20,1
346187502,19,1
346187520,20,1
346201587,24,4
346201758,16,1
346201875,14,1
346205178,18,3
346205781,20,2
346205817,16,1
346207185,16,1
346207518,20,1
346207851,18,1
346208157,20,5
346208571,22,1
346208715,18,2
346210587,23,4
346210758,15,1
346210875,13,1
346215087,16,1
346215807,15,1
346215870,14,1
346217058,22,3
346217508,21,1
346217580,22,1
346218075,18,1
346218705,17,1
346218750,16,1
346250178,17,2
346250781,19,1
346250817,17,1
346251078,18,1
346251708,17,1
346251780,18,1
346257081,20,2
346257801,19,2
346257810,18,1
346258017,20,2
346258107,19,2
346258170,18,2
346270185,15,1
346270518,19,1
346270851,17,1
346271085,16,1
346271805,15,1
346271850,16,1
346275018,18,1
346275108,17,1
346275180,16,1
346278051,22,1
346278501,21,1
346278510,20,1
346280157,19,3
346280571,23,1
346280715,17,1
346281057,24,5
346281507,25,10
346281570,24,1
346285071,20,1
346285701,19,1
346285710,18,1
346287015,18,1
346287105,17,1
346287150,18,1
346501278,20,1
346501782,24,2
346501827,24,8
346502187,20,3
346502718,24,2
346502871,22,1
346507128,22,3
346507281,22,2
346507812,22,1
346508172,18,1
346508217,22,3
346508721,24,1
346510278,21,4
346510782,23,1
346510827,23,3
346512078,22,1
346512708,23,1
346512780,24,2
346517082,20,1
346517802,21,1
346517820,22,1
346518027,24,10
346518207,23,7
346518270,22,4
346520187,19,1
346520718,23,1
346520871,23,5
346521087,26,18
346521807,25,13
346521870,24,5
346527018,22,2
346527108,21,1
346527180,20,1
346528071,24,1
346528701,25,3
346528710,24,1
346570128,21,1
346570281,23,3
346570812,23,2
346571028,22,3
346571208,21,1
346571280,22,1
346572081,24,6
346572801,23,1
346572810,24,3
346578012,20,2
346578102,19,1
346578120,20,1
346580172,19,4
346580217,21,1
346580721,23,1
346581072,26,10
346581702,25,3
346581720,24,1
346582017,22,7
346582107,21,7
346582170,20,4
346587021,24,5
346587201,23,3
346587210,22,1
346701285,18,1
346701528,20,2
346701852,22,1
346702158,22,2
346702581,22,5
346702815,20,1
346705182,20,2
346705218,20,1
346705821,24,6
346708125,22,3
346708251,22,2
346708512,18,1
346710285,19,2
346710528,19,1
346710852,21,1
346712085,18,1
346712805,19,1
346712850,20,1
346715028,20,1
346715208,21,4
346715280,20,2
346718052,16,1
346718502,17,1
346718520,18,1
346720158,21,1
346720581,21,1
346720815,21,1
346721058,18,1
346721508,19,1
346721580,20,1
346725081,22,2
346725801,23,3
346725810,22,1
346728015,20,2
346728105,21,2
346728150,22,3
346750182,21,4
346750218,21,1
346750821,25,9
346751082,24,2
346751802,23,1
346751820,24,1
346752018,24,6
346752108,23,6
346752180,22,4
346758021,24,3
346758201,23,3
346758210,22,1
346780125,23,7
346780251,21,2
346780512,19,3
346781025,20,2
346781205,19,1
346781250,20,1
346782051,20,1
346782501,21,4
346782510,20,3
346785012,22,4
346785102,21,2
346785120,22,2
346801257,22,5
346801572,24,7
346801725,18,1
346802175,18,2
346802517,22,6
346802751,18,1
346805127,20,2
346805271,20,2
346805712,20,2
346807152,22,3
346807215,20,2
346807521,22,2
346810257,21,2
346810572,23,6
346810725,19,2
346812057,20,5
346812507,21,5
346812570,22,5
346815072,18,2
346815702,19,2
346815720,20,4
346817025,22,9
346817205,21,2
346817250,22,4
346820175,17,1
346820517,21,1
346820751,17,1
346821075,16,1
346821705,17,1
346821750,18,2
346825017,18,1
346825107,19,2
346825170,18,1
346827051,20,1
346827501,21,1
346827510,22,2
346850127,21,3
346850271,19,2
346850712,21,5
346851027,22,2
346851207,21,2
346851270,20,2
346852071,20,1
346852701,19,1
346852710,20,1
346857012,24,7
346857102,23,6
346857120,22,3
346870152,21,2
346870215,19,1
346870521,21,1
346871052,24,3
346871502,23,1
346871520,22,1
346872015,20,2
346872105,19,2
346872150,20,2
346875021,22,3
346875201,21,3
346875210,20,1
347012586,23,1
347012658,23,8
347012865,19,3
347015268,19,1
347015682,21,4
347015826,21,3
347016285,21,2
347016528,23,2
347016852,19,3
347018256,23,1
347018562,23,2
347018625,19,1
347021568,25,2
347021685,17,1
347021856,19,1
347025186,21,6
347025618,19,1
347025861,23,3
347026158,21,2
347026581,25,2
347026815,21,2
347028165,19,1
347028516,23,1
347028651,21,1
347051286,21,1
347051628,25,4
347051862,25,8
347052168,23,5
347052681,25,3
347052816,25,5
347056182,21,3
347056218,23,4
347056821,25,4
347058126,25,6
347058261,23,2
347058612,23,1
347061258,23,1
347061582,27,14
347061825,21,1
347062185,21,7
347062518,25,1
347062851,23,3
347065128,23,4
347065281,23,1
347065812,25,7
347068152,21,1
347068215,21,1
347068521,25,2
347081265,19,1
347081526,23,1
347081652,23,3
347082156,23,1
347082561,25,2
347082615,21,1
347085162,21,1
347085216,21,1
347085621,23,1
347086125,23,1
347086251,23,4
347086512,23,4
347102586,22,1
347102658,22,8
347102865,18,3
347105268,20,1
347105682,20,4
347105826,20,3
347106285,20,1
347106528,22,2
347106852,18,3
347108256,22,1
347108562,22,2
347108625,18,1
347120586,23,4
347120658,21,3
347120865,17,2
347125086,20,2
347125806,19,2
347125860,18,2
347126058,22,2
347126508,23,4
347126580,24,8
347128065,20,2
347128605,19,1
347128650,20,1
347150268,21,2
347150682,19,3
347150826,21,10
347152068,22,3
347152608,21,3
347152680,20,3
347156082,20,3
347156802,19,3
347156820,20,3
347158026,24,3
347158206,23,3
347158260,22,2
347160285,19,1
347160528,21,1
347160852,17,3
347162085,20,6
347162805,19,6
347162850,18,3
347165028,22,2
347165208,21,2
347165280,20,1
347168052,22,1
347168502,23,4
347168520,22,1
347180256,21,1
347180562,21,2
347180625,17,1
347182056,24,4
347182506,23,3
347182560,22,2
347185062,20,1
347185602,19,1
347185620,18,1
347186025,22,1
347186205,21,1
347186250,22,2
347201568,24,2
347201685,16,1
347201856,18,1
347205186,20,4
347205618,18,1
347205861,22,2
347206158,20,2
347206581,24,2
347206815,20,2
347208165,18,1
347208516,22,1
347208651,20,1
347210568,23,2
347210685,15,1
347210856,17,1
347215068,18,1
347215608,17,1
347215680,16,1
347216085,20,1
347216805,19,1
347216850,18,1
347218056,24,2
347218506,23,1
347218560,24,3
347250186,19,2
347250618,19,1
347250861,21,1
347251086,20,1
347251806,19,1
347251860,20,1
347256018,22,4
347256108,21,4
347256180,20,2
347258061,22,2
347258601,21,2
347258610,20,1
347260158,19,2
347260581,23,1
347260815,19,1
347261058,24,1
347261508,25,4
347261580,24,1
347265081,22,1
347265801,21,1
347265810,20,1
347268015,20,1
347268105,19,1
347268150,20,3
347280165,17,1
347280516,21,1
347280651,19,1
347281065,18,1
347281605,17,1
347281650,18,1
347285016,20,1
347285106,19,1
347285160,18,1
347286051,24,5
347286501,23,1
347286510,22,1
347501286,22,1
347501628,24,1
347501862,24,1
347502168,24,8
347502681,26,4
347502816,26,8
347506182,22,4
347506218,24,6
347506821,26,5
347508126,24,3
347508261,24,2
347508612,24,2
347510286,23,4
347510628,25,3
347510862,23,1
347512086,24,1
347512806,25,2
347512860,24,1
347516028,24,2
347516208,25,12
347516280,24,4
347518062,24,2
347518602,25,4
347518620,26,7
347520168,23,2
347520681,27,13
347520816,27,23
347521068,26,3
347521608,25,1
347521680,26,1
347526081,26,2
347526801,27,7
347526810,28,30
347528016,24,1
347528106,25,6
347528160,24,2
347560182,21,1
347560218,23,2
347560821,25,1
347561082,26,1
347561802,25,1
347561820,26,2
347562018,24,1
347562108,23,1
347562180,22,1
347568021,26,6
347568201,25,4
347568210,24,2
347580126,23,3
347580261,25,4
347580612,23,1
347581026,24,2
347581206,23,1
347581260,24,1
347582061,26,3
347582601,25,1
347582610,24,1
347586012,24,8
347586102,23,4
347586120,24,7
347601258,22,1
347601582,26,12
347601825,20,1
347602185,20,1
347602518,26,12
347602851,22,3
347605128,22,2
347605281,24,6
347605812,24,6
347608152,20,1
347608215,22,3
347608521,24,2
347610258,21,1
347610582,25,2
347610825,21,2
347612058,24,8
347612508,25,8
347612580,26,10
347615082,22,4
347615802,23,6
347615820,22,2
347618025,20,1
347618205,21,1
347618250,22,2
347620185,19,1
347620518,25,3
347620851,21,3
347621085,18,1
347621805,19,1
347621850,20,1
347625018,20,1
347625108,21,2
347625180,20,1
347628051,22,1
347628501,23,1
347628510,24,1
347650128,23,3
347650281,23,4
347650812,25,12
347651028,24,1
347651208,23,1
347651280,24,5
347652081,24,3
347652801,23,3
347652810,24,3
347658012,22,1
347658102,21,1
347658120,22,1
347680152,19,1
347680215,21,1
347680521,23,1
347681052,24,3
347681502,25,4
347681520,24,1
347682015,22,3
347682105,21,2
347682150,20,1
347685021,24,2
347685201,23,1
347685210,22,1
347801265,20,1
347801526,22,1
347801652,22,2
347802156,22,1
347802561,24,2
347802615,20,1
347805162,22,1
347805216,22,1
347805621,22,1
347806125,24,7
347806251,22,4
347806512,22,4
347810265,21,5
347810526,23,6
347810652,23,8
347812065,20,3
347812605,21,4
347812650,22,4
347815026,22,3
347815206,23,9
347815260,22,5
347816052,20,3
347816502,21,3
347816520,22,3
347820156,21,1
347820561,23,1
347820615,19,1
347821056,20,1
347821506,21,1
347821560,22,1
347825061,22,1
347825601,21,1
347825610,20,1
347826015,22,2
347826105,23,3
347826150,22,1
347850162,23,1
347850216,23,3
347850621,23,5
347851062,24,2
347851602,23,2
347851620,24,7
347852016,24,1
347852106,23,1
347852160,24,2
347856021,24,4
347856201,23,4
347856210,24,7
347860125,23,3
347860251,21,4
347860512,21,1
347861025,22,2
347861205,21,1
347861250,22,5
347862051,24,4
347862501,23,1
347862510,22,1
347865012,24,1
347865102,23,1
347865120,24,4
348012567,23,1
348012675,19,1
348012756,21,3
348015276,15,1
348015627,21,5
348015762,19,2
348016257,21,1
348016572,21,1
348016725,19,2
348017265,19,2
348017526,21,1
348017652,17,1
348021576,23,1
348021657,21,2
348021765,13,1
348025167,17,1
348025671,19,1
348025716,15,1
348026175,15,1
348026517,25,7
348026751,17,1
348027156,19,1
348027561,25,2
348027615,17,1
348051267,23,3
348051672,23,2
348051726,21,3
348052176,19,1
348052617,23,1
348052761,21,1
348056127,21,1
348056271,19,2
348056712,23,2
348057162,19,1
348057216,21,2
348057621,23,2
348061275,15,1
348061527,23,1
348061752,19,1
348062157,23,3
348062571,23,1
348062715,23,4
348065172,21,2
348065217,17,1
348065721,23,4
348067125,21,2
348067251,21,1
348067512,21,1
348071256,23,2
348071562,23,2
348071625,17,1
348072165,19,1
348072516,23,2
348072651,19,1
348075126,19,2
348075261,19,1
348075612,21,2
348076152,23,4
348076215,17,1
348076521,21,1
348102567,22,1
348102675,18,1
348102756,20,3
348105276,16,1
348105627,20,2
348105762,18,2
348106257,20,1
348106572,20,1
348106725,18,2
348107265,18,1
348107526,20,1
348107652,16,1
348120567,23,3
348120675,19,1
348120756,19,1
348125067,18,1
348125607,19,1
348125670,20,2
348126075,16,1
348126705,17,1
348126750,18,1
348127056,20,1
348127506,21,2
348127560,22,2
348150276,17,1
348150627,19,1
348150762,17,1
348152076,20,2
348152706,19,1
348152760,18,1
348156027,20,1
348156207,19,1
348156270,18,1
348157062,18,1
348157602,17,1
348157620,18,1
348160257,21,2
348160572,19,1
348160725,19,5
348162057,22,1
348162507,21,1
348162570,20,1
348165072,20,2
348165702,19,2
348165720,20,7
348167025,20,1
348167205,19,1
348167250,20,1
348170265,17,1
348170526,19,1
348170652,15,1
348172065,18,1
348172605,17,1
348172650,16,1
348175026,18,1
348175206,17,1
348175260,18,2
348176052,22,2
348176502,21,2
348176520,20,1
348201576,24,4
348201657,20,2
348201765,12,1
348205167,16,1
348205671,18,1
348205716,14,1
348206175,14,1
348206517,24,4
348206751,16,1
348207156,18,1
348207561,24,2
348207615,16,1
348210576,25,10
348210657,19,2
348210765,11,1
348215076,14,1
348215706,13,1
348215760,12,1
348216057,22,1
348216507,23,1
348216570,24,1
348217065,18,1
348217605,17,1
348217650,18,1
348250167,17,1
348250671,19,1
348250716,15,1
348251067,22,3
348251607,21,3
348251670,20,1
348256071,18,2
348256701,17,2
348256710,16,1
348257016,20,2
348257106,19,2
348257160,18,1
348260175,13,1
348260517,23,3
348260751,15,1
348261075,14,1
348261705,13,1
348261750,14,1
348265017,16,1
348265107,15,1
348265170,14,1
348267051,22,1
348267501,23,1
348267510,24,4
348270156,17,1
348270561,23,1
348270615,15,1
348271056,24,2
348271506,25,7
348271560,24,1
348275061,18,1
348275601,17,1
348275610,16,1
348276015,16,1
348276105,15,1
348276150,16,1
348501267,24,5
348501672,24,3
348501726,20,1
348502176,20,1
348502617,24,1
348502761,22,1
348506127,22,1
348506271,20,2
348506712,24,5
348507162,20,1
348507216,22,2
348507621,24,2
348510267,25,14
348510672,25,3
348510726,21,2
348512067,24,1
348512607,25,2
348512670,26,5
348516072,22,1
348516702,23,3
348516720,22,2
348517026,22,1
348517206,23,3
348517260,24,3
348520176,21,1
348520617,25,1
348520761,23,2
348521076,22,1
348521706,21,1
348521760,22,1
348526017,24,2
348526107,23,2
348526170,22,1
348527061,26,4
348527601,25,2
348527610,26,3
348560127,23,2
348560271,21,2
348560712,25,8
348561027,24,3
348561207,23,2
348561270,22,2
348562071,24,2
348562701,23,1
348562710,24,1
348567012,22,2
348567102,21,1
348567120,22,1
348570162,21,2
348570216,23,4
348570621,25,2
348571062,24,2
348571602,25,5
348571620,26,7
348572016,22,1
348572106,21,1
348572160,22,3
348576021,22,3
348576201,21,2
348576210,22,2
348601275,16,1
348601527,22,1
